Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41250000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41250000;1;01/08/2022;;1;1;"4,0117";"3,3193";"3,5964";1;31;1;1;1;;0;"4,0117";"4,0117";"4,0117";"3,8691";"3,8691";"3,7286";"3,7286";"3,7286";"3,6591";"3,5901";"3,5901";"3,5901";"3,5901";"3,5901";"3,5901";"3,5901";"3,5901";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,4536";"3,3862";"3,3193";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;1;01/07/2022;;1;1;"4,6021";"4,0117";"4,447";1;25;1;1;1;;0;"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,5265";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,6021";"4,3029";"4,3029";"4,0117";"4,0117";"4,0117";"4,0117";"4,0117";"4,0117";"4,0117";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;1;01/05/2022;;1;1;"29,176";"5,876";"7,3336";5;1;1;1;1;;0;"5,876";"5,876";"5,876";"5,876";"29,176";"15,3689";"9,0706";"7,821";"7,1786";"6,8213";"6,558";"6,3847";"6,3847";"6,2988";"6,2133";"6,3847";"6,558";"6,4711";"6,2988";"6,2133";"5,876";"5,876";"5,876";"5,876";"5,876";"5,876";"5,876";"5,876";"5,876";"5,876";"5,876";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;1;01/04/2022;;1;1;"9,8753";"5,876";"7,0914";2;29;1;1;1;;0;"7,821";"9,8753";"8,1977";"7,6353";"7,6353";"7,3599";"7,269";"8,3887";"7,6353";"7,821";"8,293";"7,543";"7,269";"7,269";"7,0886";"6,9099";"6,8213";"6,558";"6,558";"6,558";"6,558";"6,4711";"6,3847";"6,3847";"6,2133";"6,2133";"6,2133";"6,0437";"5,876";"5,876";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41250000;1;01/03/2022;;1;1;"12,7851";"7,6353";"9,3293";1;30;1;1;1;;0;"12,7851";"12,0026";"11,5642";"11,1322";"10,8124";"10,7067";"10,4964";"10,3918";"10,0807";"9,5704";"9,5704";"9,4696";"9,5704";"9,6716";"9,5704";"9,1697";"8,8737";"8,7758";"8,7758";"8,4849";"8,4849";"8,3887";"8,0085";"8,0085";"8,0085";"8,0085";"7,9145";"7,821";"7,821";"7,6353";"7,6353";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;1;01/02/2022;;1;1;"84,5854";"13,3559";"38,1636";19;28;1;1;1;;0;"16,3542";"29,8045";"25,0725";"15,9819";"35,8643";"59,4444";"36,0341";"33,0254";"46,2264";"43,6312";"66,4256";"73,4826";"61,5277";"24,7783";"26,4131";"27,4747";"70,8035";"57,1854";"84,5854";"46,0391";"27,7811";"52,3768";"24,3396";"18,658";"20,5313";"16,8559";"14,5266";"13,3559";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
41250000;1;01/01/2022;;1;1;"429,4286";"8,7758";"44,5055";10;29;1;1;1;;0;"25,368";"34,5169";"35,1881";"21,4941";"15,613";"15,3689";"23,7594";"44,9214";"203,9499";"429,4286";"167,9819";"77,8041";"41,6337";"26,7148";"19,319";"16,3542";"15,1264";"17,748";"14,2894";"12,5596";"12,0026";"11,4556";"10,7067";"10,0807";"9,9778";"9,2693";"8,9719";"8,9719";"8,7758";"11,1322";"19,1861";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/12/2021;;1;1;"57,57";"5,88";"12,7";7;23;1;1;2;;;"7,2705";"6,2149";"10,8134";"15,8581";"6,2149";"32,2002";"57,5693";"22,7542";"13,2413";"9,171";"7,8225";"7,0901";"18,6566";"15,8581";"15,6126";"21,0769";"11,4564";"9,171";"8,0099";"7,2705";"6,9115";"6,3863";"5,8776";"9,7744";"7,2705";"6,2149";"6,2149";"5,8776";"7,8225";"9,3705";"18,6566";2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/11/2021;;1;1;"27,47";"2,1";"6,52";2;7;2;2;2;;;"6,5596";"27,4694";"10,6023";"4,7562";"3,8707";"2,3231";"2,0959";"3,1885";"4,7562";"5,3856";"7,2705";"19,9869";"9,3705";"5,7117";"5,7117";"3,3208";"3,8707";"3,5916";"4,4531";"5,7117";"6,5596";"5,2254";"4,3045";"2,8045";"3,0584";"3,3208";"10,8134";"7,8225";"5,0671";"6,7346";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
41250000;2;01/10/2021;;1;1;"20,53";"1,99";"4,88";20;7;1;1;2;;;"2,9304";"2,6808";"3,7301";"3,0584";"2,2084";"2,0959";"1,9858";"2,0959";"2,3231";"4,9107";"6,3863";"9,5716";"5,0671";"3,4551";"3,1885";"2,6808";"3,0584";"3,7301";"11,4564";"20,5291";"14,8852";"6,0453";"4,7562";"4,1579";"3,7301";"3,7301";"3,5916";"3,3208";"3,3208";"3,3208";"3,1885";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2
41250000;2;01/09/2021;;1;1;"5,07";"1,47";"1,95";28;10;1;1;1;;;"2,0959";"2,0959";"2,0959";"1,9858";"1,9858";"1,9858";"2,3231";"1,7726";"1,5691";"1,471";"1,471";"1,471";"1,471";"1,471";"1,471";"1,5691";"1,5691";"1,6696";"1,6696";"1,6696";"1,5691";"1,5691";"1,471";"1,471";"1,6696";"1,9858";"1,7726";"5,0671";"4,0133";"3,0584";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/08/2021;;1;1;"2,32";"2,1";"2,28";1;28;1;1;1;;;"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,2084";"2,2084";"2,2084";"2,0959";"2,0959";"2,0959";"2,0959";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/07/2021;;1;1;"2,56";"2,32";"2,44";1;17;1;1;1;;;"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";"2,4401";"2,4401";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";"2,3231";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/06/2021;;1;1;"5,07";"2,56";"2,87";1;26;;1;1;;;"5,0671";"3,4551";"3,3208";"3,1885";"3,0584";"3,0584";"3,0584";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,6808";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/05/2021;;1;1;"3,59";"3,06";"3,24";1;21;1;1;1;;;"3,5916";"3,5916";"3,4551";"3,4551";"3,4551";"3,4551";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,1885";"3,1885";"3,1885";"3,1885";"3,1885";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/04/2021;;1;1;"8,2";"3,59";"4,2";1;21;;1;1;;;"8,1992";"5,2254";"4,9107";"5,5477";"4,7562";"4,6037";"4,6037";"4,4531";"4,3045";"4,3045";"4,3045";"4,1579";"4,0133";"3,8707";"3,8707";"3,8707";"3,8707";"3,8707";"3,7301";"3,7301";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/03/2021;;1;1;"11,67";"4,16";"6,52";31;27;1;1;1;;;"8,1992";"6,9115";"6,5596";"6,3863";"6,0453";"6,5596";"6,7346";"7,4528";"10,6023";"10,6023";"11,2404";"7,2705";"7,6367";"6,2149";"5,7117";"5,3856";"5,3856";"5,2254";"5,0671";"4,9107";"4,7562";"4,7562";"4,7562";"4,7562";"4,4531";"4,3045";"4,1579";"4,3045";"6,7346";"7,2705";"11,6739";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/02/2021;;1;1;"98,75";"3,46";"22,38";8;3;1;;1;;;"3,5916";"3,5916";"3,4551";"3,4551";"4,3045";"5,0671";"34,5077";"98,748";"17,8757";"8,5828";"8,3901";"25,0683";"17,8757";"69,4454";"34,5077";"13,0127";"56,7547";"65,9634";"33,8421";"25,0683";"19,4505";"14,6457";"13,7033";"10,3929";"8,7771";"8,0099";"9,7744";"8,7771";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
41250000;2;01/01/2021;;1;1;"55,54";"3,32";"14,64";3;1;1;1;1;;;"3,3208";"34,8425";"55,5413";"38,6078";"13,2413";"7,2705";"6,7346";"18,6566";"17,8757";"27,4694";"16,3536";"55,5413";"50,7915";"11,4564";"7,8225";"13,7033";"9,7744";"6,7346";"6,0453";"5,3856";"5,0671";"4,7562";"4,6037";"4,4531";"4,3045";"4,1579";"4,0133";"4,0133";"3,8707";"3,8707";"3,5916";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/12/2020;;1;1;"13,24";"2,21";"5,14";20;1;1;1;1;;;"2,2084";"2,3231";"2,3231";"2,4401";"3,5916";"2,9304";"3,0584";"3,1885";"3,5916";"10,3929";"9,3705";"9,7744";"6,9115";"4,3045";"3,5916";"3,5916";"3,3208";"3,1885";"4,0133";"13,2413";"5,2254";"8,0099";"7,2705";"5,8776";"9,171";"6,5596";"4,9107";"4,1579";"3,8707";"3,4551";"3,3208";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/11/2020;;1;1;"15,86";"2,32";"4,36";13;28;1;1;1;;;"3,8707";"2,9304";"4,0133";"5,2254";"4,6037";"3,3208";"2,8045";"2,5594";"2,4401";"2,4401";"2,5594";"4,7562";"15,8581";"9,7744";"8,3901";"4,9107";"4,1579";"8,9732";"4,7562";"4,7562";"3,7301";"3,3208";"3,0584";"2,8045";"2,6808";"2,6808";"2,5594";"2,3231";"2,3231";"2,3231";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/10/2020;;1;1;"12,56";"1,77";"3,02";26;4;1;1;1;;;"1,878";"1,878";"1,878";"1,7726";"1,7726";"1,7726";"1,7726";"1,7726";"1,7726";"1,7726";"1,7726";"1,878";"1,7726";"1,878";"6,2149";"2,6808";"4,1579";"2,6808";"2,2084";"2,2084";"3,5916";"2,9304";"2,4401";"2,6808";"5,5477";"12,5601";"4,3045";"3,3208";"2,6808";"2,6808";"5,3856";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/09/2020;;1;1;"2,56";"1,99";"2,29";1;30;;1;1;;;"2,5594";"2,5594";"2,5594";"2,4401";"2,4401";"2,3231";"2,3231";"2,3231";"2,3231";"2,2084";"2,2084";"2,2084";"2,3231";"2,3231";"2,3231";"2,2084";"2,2084";"2,2084";"2,2084";"2,2084";"2,2084";"2,3231";"2,4401";"2,3231";"2,3231";"2,2084";"2,0959";"2,0959";"2,0959";"1,9858";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/08/2020;;1;1;"3,46";"2,44";"2,77";23;21;1;1;1;;;"2,9304";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,8045";"2,6808";"2,6808";"2,6808";"2,6808";"2,8045";"2,8045";"2,6808";"2,5594";"2,5594";"2,4401";"3,0584";"3,4551";"3,1885";"2,9304";"2,8045";"2,5594";"2,5594";"2,5594";"2,5594";"2,5594";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/07/2020;;1;1;"3,59";"3,06";"3,31";1;26;1;1;1;;;"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,5916";"3,4551";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,3208";"3,1885";"3,1885";"3,1885";"3,1885";"3,1885";"3,1885";"3,1885";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";"3,0584";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/06/2020;;1;1;"4,45";"3,59";"4,0";1;28;;1;1;;;"4,4531";"4,4531";"4,4531";"4,4531";"4,4531";"4,1579";"4,1579";"4,1579";"4,1579";"4,1579";"4,1579";"4,1579";"4,0133";"4,0133";"3,8707";"3,8707";"3,8707";"3,8707";"3,8707";"3,8707";"3,8707";"3,7301";"3,7301";"3,8707";"3,8707";"3,8707";"3,7301";"3,5916";"3,5916";"3,5916";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/05/2020;;1;1;"6,05";"4,45";"5,12";26;23;1;1;1;;;"5,5477";"5,3856";"5,3856";"5,2254";"5,2254";"5,2254";"5,0671";"5,0671";"5,0671";"5,0671";"5,0671";"5,0671";"4,9107";"5,0671";"5,7117";"5,5477";"5,7117";"5,3856";"5,0671";"4,9107";"4,7562";"4,6037";"4,4531";"4,9107";"5,7117";"6,0453";"5,2254";"4,7562";"4,6037";"4,6037";"4,4531";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/04/2020;;1;1;"26,26";"5,55";"8,26";16;30;1;1;1;;;"7,8225";"8,1992";"8,5828";"12,5601";"9,171";"8,0099";"7,6367";"7,2705";"9,9789";"8,5828";"8,1992";"9,3705";"7,4528";"6,7346";"6,7346";"26,258";"10,1851";"9,171";"7,6367";"6,9115";"6,7346";"6,5596";"6,5596";"6,3863";"6,2149";"6,0453";"5,7117";"5,7117";"5,7117";"5,5477";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/03/2020;;1;1;"186,13";"6,91";"32,85";22;18;1;1;1;;;"45,463";"78,9166";"73,4463";"117,8735";"31,2305";"21,6304";"19,9869";"15,6126";"11,8931";"11,4564";"10,6023";"9,5716";"8,5828";"8,0099";"7,6367";"7,4528";"7,0901";"6,9115";"7,0901";"25,6605";"176,4892";"186,1254";"37,912";"19,718";"14,4078";"11,6739";"10,3929";"9,5716";"9,171";"8,5828";"8,1992";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/02/2020;;1;1;"43,98";"6,56";"14,83";7;4;1;1;1;;;"8,1992";"8,7771";"9,171";"6,5596";"17,8757";"30,5905";"43,9834";"15,1261";"11,0261";"9,7744";"8,5828";"20,8023";"31,5524";"18,6566";"13,7033";"9,9789";"16,1051";"16,1051";"9,7744";"7,8225";"7,2705";"8,5828";"11,8931";"10,1851";"8,7771";"8,1992";"11,2404";"21,6304";"28,083";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41250000;2;01/01/2020;;1;1;"316,01";"3,21";"28,36";25;1;1;1;1;;;"3,2067";"24,0366";"6,2504";"9,0244";"6,4228";"5,2552";"4,6299";"4,0362";"4,329";"14,0161";"5,096";"3,8927";"4,1816";"4,9387";"6,9509";"11,6739";"8,5828";"6,9115";"5,5477";"6,5596";"13,4715";"8,7771";"30,9099";"172,6887";"316,0144";"100,7752";"29,6404";"25,3637";"15,6126";"11,2404";"9,171";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/12/2019;;1;1;"14,97";"2,82";"6,28";2;19;1;1;1;;;"5,5794";"14,9701";"11,3045";"7,4953";"5,7443";"14,0161";"8,6317";"9,0244";"6,4228";"5,4163";"4,9387";"4,6299";"6,9509";"6,9509";"4,0362";"4,0362";"3,6121";"3,0758";"2,8205";"4,4785";"4,1816";"4,0362";"8,2459";"10,4522";"8,8272";"5,7443";"4,6299";"4,0362";"3,6121";"3,6121";"3,2067";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
